Customer_ID,Gender,Age_Group,City,Country,Customer_Segment,Acquisition_Channel
3954,Female,66+,New Shannon,Italy,Regular,Organic Search
3955,Other,36-45,Port Mariashire,Italy,Regular,Organic Search
3956,Other,26-35,Port Timothytown,Germany,Regular,Paid Ads
3957,Other,46-55,Sullivanbury,Germany,Regular,Paid Ads
3958,Female,66+,North Lorishire,Belgium,VIP,Organic Search
3959,Male,46-55,Stevenburgh,Germany,Regular,Organic Search
3960,Other,56-65,East Kristinemouth,France,Regular,Email
3961,Male,46-55,East Julian,Sweden,Regular,Referral
3962,Other,26-35,Johnsonton,Estonia,VIP,Email
3963,Female,56-65,North Ryan,France,VIP,Referral
3964,Male,56-65,South Aliciaborough,Germany,Regular,Email
3965,Male,36-45,West Donna,France,Regular,Email
3966,Male,36-45,Colemanton,France,Regular,Referral
3967,Female,66+,Bookermouth,Belgium,Regular,Email
3968,Female,46-55,Campbellmouth,Italy,VIP,Referral
3969,Male,36-45,Lake Robertshire,France,Regular,Social Media
3970,Female,36-45,West Antonioton,Spain,Regular,Organic Search
3971,Female,36-45,Reginabury,Poland,Regular,Paid Ads
3972,Other,18-25,Jeffreyhaven,Czech Republic,Regular,Paid Ads
3973,Female,36-45,South Lauriemouth,Austria,Regular,Referral
3974,Other,26-35,Mossfort,Czech Republic,Regular,Social Media
3975,Male,18-25,Port Christopherburgh,Belgium,Regular,Social Media
3976,Female,26-35,Rodriguezberg,Poland,Regular,Organic Search
3977,Other,46-55,Stevenfort,Belgium,VIP,Paid Ads
3978,Male,36-45,Lake Joelside,Germany,VIP,Referral
3979,Female,66+,North Stephen,Italy,Regular,Social Media
3980,Female,56-65,Wheelerberg,Italy,VIP,Organic Search
3981,Male,36-45,Miguelville,Germany,Regular,Organic Search
3982,Other,36-45,New Brandonport,Germany,Regular,Email
3983,Male,18-25,South Gloriaburgh,Netherlands,Regular,Email
3984,Female,56-65,East Candicehaven,Germany,Regular,Referral
3985,Female,56-65,Samuelburgh,Spain,VIP,Organic Search
3986,Other,36-45,Watsonfurt,Germany,Regular,Organic Search
3987,Female,46-55,Ritterstad,Slovakia,VIP,Referral
3988,Male,66+,New Sandra,Sweden,Regular,Organic Search
3989,Male,26-35,Matthewport,Germany,VIP,Email
3990,Other,46-55,South Tracy,France,Regular,Referral
3991,Other,66+,Christopherstad,Italy,Regular,Email
3992,Other,36-45,Hartshire,Germany,Regular,Paid Ads
3993,Female,56-65,Jeremiahbury,Italy,VIP,Paid Ads
3994,Other,66+,South Jordanside,Germany,Regular,Email
3995,Female,36-45,East Stephanieborough,France,Regular,Social Media
3996,Other,46-55,South Jill,Germany,Regular,Social Media
3997,Female,36-45,Johnborough,France,Regular,Paid Ads
3998,Male,18-25,Ryanside,Austria,VIP,Paid Ads
3999,Other,46-55,Tylerland,Germany,Regular,Email
4000,Other,66+,Garciaside,Poland,Regular,Email
4001,Male,46-55,Taylorland,Portugal,Regular,Referral
4002,Male,66+,Marshfurt,Czech Republic,Regular,Paid Ads
4003,Male,26-35,West Lisa,Spain,Regular,Email
4004,Other,26-35,Port Dennisshire,Spain,Regular,Referral
4005,Male,66+,Ramosburgh,Italy,Regular,Organic Search
4006,Female,26-35,Ashleyfurt,Poland,Regular,Social Media
4007,Other,26-35,Lake Heatherland,Italy,VIP,Email
4008,Male,36-45,Paulshire,Bulgaria,Regular,Email
4009,Female,56-65,Juliantown,Hungary,Regular,Social Media
4010,Female,18-25,East Michelle,Austria,VIP,Organic Search
4011,Other,46-55,Lyonston,Spain,Regular,Email
4012,Male,46-55,Markchester,France,Regular,Paid Ads
4013,Female,66+,Wandafort,France,Regular,Social Media
4014,Male,56-65,South Emilymouth,France,Regular,Email
4015,Other,18-25,East Dustin,Denmark,Regular,Email
4016,Other,56-65,Lake Ryan,France,VIP,Social Media
4017,Other,18-25,Jordanmouth,France,VIP,Referral
4018,Other,66+,Garcialand,Lithuania,Regular,Email
4019,Other,56-65,East Sarahtown,Portugal,Regular,Email
4020,Male,66+,Ellisfort,Spain,Regular,Social Media
4021,Female,46-55,Jonhaven,Bulgaria,Regular,Paid Ads
4022,Male,36-45,East Christopherville,Hungary,Regular,Paid Ads
4023,Male,18-25,East Anthony,France,Regular,Email
4024,Female,66+,North Richard,Spain,Regular,Social Media
4025,Male,56-65,North Jessica,Germany,Regular,Email
4026,Other,26-35,Kristenhaven,Italy,Regular,Organic Search
4027,Male,66+,Jennifertown,Germany,Regular,Referral
4028,Male,56-65,West Michael,Germany,Regular,Paid Ads
4029,Other,18-25,Stephenview,Spain,Regular,Email
4030,Male,26-35,East Tiffanybury,Slovakia,VIP,Organic Search
4031,Male,26-35,Rothmouth,Germany,Regular,Organic Search
4032,Other,46-55,Weaverton,Germany,Regular,Referral
4033,Male,56-65,Lake Gloria,Germany,Regular,Email
4034,Other,66+,Ruizport,Belgium,Regular,Referral
4035,Other,18-25,Millerport,Germany,Regular,Paid Ads
4036,Male,36-45,North Brendaside,Italy,VIP,Paid Ads
4037,Female,36-45,West Michaelland,Denmark,Regular,Organic Search
4038,Male,46-55,West Alexandramouth,Poland,Regular,Email
4039,Male,36-45,North Helenmouth,Netherlands,Regular,Email
4040,Other,18-25,Deborahview,France,VIP,Paid Ads
4041,Male,46-55,North Oliviamouth,Portugal,Regular,Referral
4042,Male,36-45,Perrymouth,Finland,Regular,Social Media
4043,Other,56-65,Port Christina,Ireland,Regular,Organic Search
4044,Other,18-25,Tiffanybury,Italy,Regular,Referral
4045,Male,18-25,Meganland,Italy,VIP,Referral
4046,Female,18-25,Sarafort,Finland,Regular,Paid Ads
4047,Male,46-55,Port Michael,Bulgaria,Regular,Organic Search
4048,Other,36-45,South Jamieville,Italy,Regular,Referral
4049,Other,18-25,Lake Michael,Germany,Regular,Email
4050,Female,46-55,Huntport,Czech Republic,Regular,Social Media
4051,Female,56-65,Theresastad,Poland,Regular,Email
4052,Male,46-55,Kochview,Poland,Regular,Organic Search
4053,Other,46-55,North Marthafurt,Spain,Regular,Email
4054,Other,18-25,Port Judith,Denmark,Regular,Referral
4055,Male,36-45,West Ashley,Czech Republic,VIP,Email
4056,Female,46-55,North Scott,Italy,Regular,Email
4057,Female,18-25,West Andrewport,Spain,Regular,Paid Ads
4058,Male,26-35,Cookburgh,Germany,Regular,Social Media
4059,Other,56-65,Lake Maurice,Spain,Regular,Paid Ads
4060,Female,18-25,Andersonland,Italy,Regular,Organic Search
4061,Other,36-45,South Caitlinfort,Czech Republic,Regular,Organic Search
4062,Female,36-45,Allisonburgh,Czech Republic,Regular,Organic Search
4063,Female,36-45,North Kaitlin,Spain,Regular,Paid Ads
4064,Female,56-65,Lake Susanland,Spain,VIP,Organic Search
4065,Other,66+,Alexanderport,Germany,Regular,Social Media
4066,Other,56-65,Timothyborough,Germany,Regular,Paid Ads
4067,Male,26-35,Bassfurt,Italy,VIP,Referral
4068,Other,18-25,Francoshire,Italy,Regular,Social Media
4069,Female,36-45,Thomasside,Greece,Regular,Organic Search
4070,Female,66+,Lozanoton,Hungary,Regular,Referral
4071,Male,36-45,Leblancshire,Hungary,Regular,Email
4072,Other,26-35,Thompsonmouth,Germany,VIP,Social Media
4073,Male,66+,Thompsonborough,Spain,Regular,Organic Search
4074,Female,26-35,Sharonstad,Germany,Regular,Social Media
4075,Male,46-55,Port Jennafort,Italy,VIP,Paid Ads
4076,Female,26-35,Johnsonborough,France,Regular,Email
4077,Other,36-45,East Kristin,Poland,VIP,Organic Search
4078,Other,56-65,Lake Erica,Spain,VIP,Social Media
4079,Male,18-25,New April,Greece,VIP,Referral
4080,Other,36-45,Hawkinsview,Germany,VIP,Organic Search
4081,Female,56-65,South Maria,Germany,Regular,Organic Search
4082,Other,36-45,Hooverview,Germany,Regular,Email
4083,Female,18-25,Perryton,France,Regular,Organic Search
4084,Female,18-25,Thomasview,France,Regular,Organic Search
4085,Male,46-55,Bellburgh,Portugal,VIP,Email
4086,Male,18-25,Port Whitneyborough,Germany,Regular,Referral
4087,Other,18-25,East Abigailbury,Poland,VIP,Referral
4088,Other,66+,Troyside,France,VIP,Email
4089,Female,56-65,East Oscarchester,Poland,Regular,Social Media
4090,Other,26-35,Bishoptown,France,Regular,Email
4091,Other,56-65,Port Lauraton,Spain,Regular,Referral
4092,Other,36-45,Randallhaven,Italy,Regular,Referral
4093,Female,66+,Bellfurt,Czech Republic,VIP,Email
4094,Other,26-35,Port Adamside,Sweden,Regular,Paid Ads
4095,Other,18-25,Lake Daniel,Sweden,Regular,Organic Search
4096,Female,18-25,West Grantton,Germany,VIP,Email
4097,Female,26-35,South Justinmouth,Netherlands,Regular,Organic Search
4098,Female,26-35,Brownport,Spain,Regular,Social Media
4099,Other,26-35,Oliviaport,Italy,Regular,Paid Ads
4100,Male,46-55,Nancyview,Italy,Regular,Email
4101,Other,46-55,Guerreroshire,Italy,Regular,Email
4102,Other,36-45,New Benjamin,Spain,Regular,Email
4103,Other,36-45,Alexandrabury,Spain,Regular,Social Media
4104,Female,66+,Port Timothyborough,Sweden,Regular,Social Media
4105,Male,56-65,North Elizabethton,Italy,VIP,Social Media
4106,Female,36-45,West Catherine,Germany,Regular,Referral
4107,Other,36-45,Andersonshire,Italy,Regular,Social Media
4108,Male,26-35,Port Dawn,Lithuania,Regular,Organic Search
4109,Other,36-45,Simonberg,Poland,Regular,Social Media
4110,Female,66+,East Stephen,Germany,Regular,Organic Search
4111,Other,18-25,New Lorifort,Netherlands,Regular,Organic Search
4112,Male,46-55,South Elizabethhaven,Croatia,Regular,Referral
4113,Other,18-25,Lake Ashley,Germany,VIP,Social Media
4114,Female,66+,New Justin,Greece,Regular,Paid Ads
4115,Male,46-55,Hernandezton,Germany,Regular,Social Media
4116,Female,36-45,West Maria,Slovakia,Regular,Organic Search
4117,Male,18-25,Fieldsview,Belgium,Regular,Paid Ads
4118,Female,56-65,Port Barryton,Italy,Regular,Organic Search
4119,Female,66+,Port Patrick,Germany,Regular,Organic Search
4120,Female,26-35,East Michellebury,France,Regular,Paid Ads
4121,Female,66+,North Harrymouth,Finland,Regular,Email
4122,Other,56-65,Chavezside,France,Regular,Referral
4123,Female,18-25,East Tina,France,Regular,Paid Ads
4124,Female,56-65,Lake Jason,Austria,Regular,Social Media
4125,Other,66+,Fullerborough,Greece,Regular,Organic Search
4126,Other,18-25,South Cory,Finland,VIP,Referral
4127,Other,56-65,Lake Zacharyfort,France,Regular,Social Media
4128,Male,26-35,Nicholaschester,Czech Republic,Regular,Email
4129,Female,36-45,New Taraport,Germany,VIP,Organic Search
4130,Female,18-25,Lake Megantown,Romania,Regular,Social Media
4131,Other,36-45,West Thomas,Germany,Regular,Organic Search
4132,Other,36-45,Burchchester,Croatia,Regular,Email
4133,Other,36-45,Lake James,Denmark,Regular,Paid Ads
4134,Other,56-65,Wadeborough,Finland,Regular,Organic Search
4135,Male,18-25,New Noahport,Italy,VIP,Referral
4136,Other,18-25,Brucemouth,Poland,Regular,Referral
4137,Other,18-25,Lewisstad,Poland,VIP,Referral
4138,Female,36-45,Jonesmouth,Greece,VIP,Paid Ads
4139,Other,36-45,Gutierrezmouth,Bulgaria,Regular,Paid Ads
4140,Male,66+,Brendashire,Greece,VIP,Social Media
4141,Other,36-45,West Gabriel,France,Regular,Organic Search
4142,Female,46-55,New Heather,Germany,Regular,Paid Ads
4143,Male,26-35,Port Jennifer,Italy,VIP,Social Media
4144,Male,46-55,Hudsonfort,Hungary,Regular,Referral
4145,Male,46-55,Ballardfort,France,VIP,Organic Search
4146,Female,26-35,West Benjaminville,Spain,Regular,Paid Ads
4147,Other,66+,East Alicia,Netherlands,Regular,Paid Ads
4148,Female,36-45,Rubiomouth,Czech Republic,Regular,Organic Search
4149,Male,56-65,Port Charlesmouth,Germany,VIP,Referral
4150,Male,36-45,East Wayne,Hungary,Regular,Email
4151,Female,56-65,Wintersland,Poland,Regular,Organic Search
4152,Male,18-25,West Jennifermouth,Germany,Regular,Referral
4153,Male,56-65,Morenoside,France,Regular,Social Media
4154,Female,46-55,Port Alexandriaburgh,Denmark,Regular,Email
4155,Other,46-55,East Terri,Poland,Regular,Email
4156,Male,26-35,South Lawrence,Romania,Regular,Email
4157,Female,26-35,Mathewburgh,Czech Republic,Regular,Paid Ads
4158,Male,46-55,West Alejandrastad,Croatia,Regular,Paid Ads
4159,Other,26-35,Gregoryton,Sweden,Regular,Social Media
4160,Male,36-45,South Scottberg,Spain,Regular,Referral
4161,Other,56-65,Port Edward,Denmark,VIP,Referral
4162,Female,26-35,Lisafurt,Germany,Regular,Email
4163,Male,46-55,Patriciaville,Germany,Regular,Paid Ads
4164,Other,66+,West Michael,Germany,Regular,Organic Search
4165,Other,18-25,Welchside,Italy,Regular,Referral
4166,Other,36-45,South Tracyberg,Greece,Regular,Referral
4167,Male,56-65,Katieburgh,Germany,Regular,Email
4168,Other,56-65,Vickishire,Italy,VIP,Email
4169,Other,66+,Rileyburgh,Denmark,Regular,Referral
4170,Other,18-25,North Johnfurt,Germany,Regular,Email
4171,Male,36-45,Hallland,Germany,Regular,Referral
4172,Other,56-65,Port Danaton,Spain,Regular,Organic Search
4173,Female,56-65,West Jeffreyfort,Spain,Regular,Email
4174,Female,26-35,Frankside,Finland,Regular,Social Media
4175,Female,18-25,Seanfurt,Italy,Regular,Email
4176,Other,46-55,New Timothyfurt,Germany,VIP,Organic Search
4177,Male,56-65,New Kyle,Germany,Regular,Paid Ads
4178,Male,26-35,Barrettstad,Poland,Regular,Paid Ads
4179,Male,36-45,Jamesfort,Germany,Regular,Social Media
4180,Other,26-35,Kingtown,Netherlands,Regular,Email
4181,Male,46-55,Tanyaport,Portugal,Regular,Social Media
4182,Other,26-35,Lake Mackenziebury,Poland,Regular,Paid Ads
4183,Other,18-25,New Sandra,Portugal,VIP,Paid Ads
4184,Female,66+,South Madeline,Estonia,Regular,Paid Ads
4185,Male,66+,Wattsland,Austria,Regular,Social Media
4186,Male,66+,Mitchellton,Austria,Regular,Paid Ads
4187,Male,18-25,Dawnhaven,Italy,Regular,Paid Ads
4188,Female,36-45,Elizabethport,Spain,Regular,Referral
4189,Male,18-25,Kristenside,France,Regular,Organic Search
4190,Other,26-35,Lake Benjaminview,Italy,Regular,Referral
4191,Female,46-55,Walkermouth,Spain,Regular,Organic Search
4192,Male,26-35,East Jesse,Poland,Regular,Organic Search
4193,Other,18-25,Thomasview,Netherlands,Regular,Organic Search
4194,Female,56-65,Billyburgh,Spain,VIP,Paid Ads
4195,Other,26-35,Masonview,Poland,VIP,Organic Search
4196,Other,56-65,Dalestad,France,Regular,Organic Search
4197,Female,26-35,Hunterfurt,Poland,VIP,Organic Search
4198,Male,18-25,Kimberlyport,Sweden,Regular,Organic Search
4199,Female,46-55,Philipberg,Spain,Regular,Social Media
4200,Female,46-55,Mayerland,Slovenia,Regular,Organic Search
4201,Other,46-55,Donaldberg,Italy,Regular,Organic Search
4202,Female,36-45,Williamchester,Poland,Regular,Social Media
4203,Female,36-45,Tonyburgh,Poland,Regular,Referral
4204,Female,26-35,Amberhaven,Lithuania,Regular,Email
4205,Other,26-35,Michaelburgh,Czech Republic,Regular,Social Media
4206,Other,56-65,Dunnland,Germany,Regular,Referral
4207,Male,46-55,Lake David,France,VIP,Organic Search
4208,Male,36-45,Troymouth,Germany,Regular,Referral
4209,Other,36-45,Josephtown,Netherlands,Regular,Email
4210,Female,66+,Nicoleberg,Belgium,VIP,Email
4211,Other,18-25,Davidbury,Austria,Regular,Referral
4212,Other,66+,Marcmouth,Croatia,Regular,Email
4213,Male,66+,South Nicholas,Slovakia,Regular,Social Media
4214,Other,18-25,Sheppardchester,Finland,Regular,Email
4215,Female,26-35,Gallaghermouth,Belgium,Regular,Social Media
4216,Male,66+,West Paulborough,Sweden,Regular,Social Media
4217,Male,36-45,Port Dale,Ireland,Regular,Social Media
4218,Male,26-35,New Manuel,Spain,Regular,Paid Ads
4219,Male,66+,Barbarashire,Croatia,Regular,Organic Search
4220,Female,66+,East William,Greece,Regular,Referral
4221,Other,36-45,Port Ryanville,Germany,Regular,Referral
4222,Female,66+,Smallmouth,Czech Republic,Regular,Social Media
4223,Female,46-55,Cynthiaview,Spain,Regular,Social Media
4224,Other,36-45,West Michaelhaven,Greece,Regular,Social Media
4225,Female,36-45,Hilltown,Slovenia,Regular,Social Media
4226,Other,56-65,Caseyfurt,Italy,Regular,Referral
4227,Male,46-55,East Alyssa,Lithuania,Regular,Social Media
4228,Male,36-45,Eatonmouth,Germany,Regular,Organic Search
4229,Male,56-65,Port Gailfurt,Spain,Regular,Email
4230,Female,56-65,Matthewville,Finland,VIP,Social Media
4231,Female,56-65,Norriston,France,VIP,Social Media
4232,Female,36-45,West Donaldburgh,Poland,Regular,Paid Ads
4233,Male,18-25,Amandabury,Germany,Regular,Social Media
4234,Female,66+,Brittanyburgh,Germany,Regular,Organic Search
4235,Female,18-25,Port Marissa,France,Regular,Social Media
4236,Other,36-45,Lauraport,Germany,Regular,Email
4237,Male,46-55,Smithhaven,France,Regular,Social Media
4238,Female,26-35,North James,Czech Republic,Regular,Organic Search
4239,Female,26-35,Danielport,Italy,Regular,Referral
4240,Other,18-25,Gutierrezton,France,VIP,Organic Search
4241,Other,36-45,Robertsshire,Spain,Regular,Paid Ads
4242,Male,36-45,Jenniferville,Slovakia,Regular,Referral
4243,Other,36-45,Ericabury,Germany,Regular,Paid Ads
4244,Other,36-45,Lake Julia,Italy,Regular,Paid Ads
4245,Other,46-55,Davisside,Italy,Regular,Referral
4246,Female,26-35,Thomaschester,Germany,Regular,Paid Ads
4247,Other,18-25,North Sarahton,Romania,Regular,Referral
4248,Other,26-35,East Devinborough,Sweden,Regular,Referral
4249,Male,56-65,Lake Johnny,Spain,Regular,Social Media
4250,Male,46-55,Pooleport,Italy,VIP,Social Media
4251,Other,18-25,Robertton,Finland,Regular,Social Media
4252,Female,56-65,Adamton,Sweden,VIP,Social Media
4253,Other,66+,Port Gregoryhaven,France,Regular,Organic Search
4254,Male,46-55,Kimberlyview,Germany,Regular,Paid Ads
4255,Male,36-45,New Paula,Greece,VIP,Referral
4256,Male,18-25,Scottburgh,Netherlands,Regular,Email
4257,Other,66+,Lake Victorview,France,Regular,Paid Ads
4258,Other,66+,New Angela,Czech Republic,Regular,Referral
4259,Male,26-35,Lake Raymondbury,Bulgaria,VIP,Referral
4260,Female,66+,Lake Sherri,Poland,VIP,Referral
4261,Other,18-25,Lake Robert,Germany,Regular,Paid Ads
4262,Other,46-55,West Patriciaport,Poland,Regular,Social Media
4263,Female,56-65,North Sandra,Germany,Regular,Paid Ads
4264,Male,26-35,Port Joseph,Finland,VIP,Referral
4265,Other,26-35,West Monicatown,France,Regular,Email
4266,Male,36-45,Ramirezbury,Poland,Regular,Referral
4267,Male,36-45,Bennettchester,Belgium,Regular,Paid Ads
4268,Male,56-65,Dawnton,Italy,Regular,Organic Search
4269,Male,18-25,East Hunter,Spain,Regular,Referral
4270,Male,46-55,West Amandafort,Germany,Regular,Organic Search
4271,Male,26-35,Thomastown,Czech Republic,Regular,Organic Search
4272,Male,26-35,Port Justinfort,Germany,Regular,Social Media
4273,Other,26-35,Harrisburgh,Netherlands,Regular,Email
4274,Other,26-35,Joeside,Belgium,Regular,Referral
4275,Other,46-55,North Elizabeth,Netherlands,Regular,Social Media
4276,Female,46-55,Washingtonborough,Spain,Regular,Social Media
4277,Female,26-35,Mckayport,Italy,VIP,Paid Ads
4278,Male,26-35,South Robertmouth,Cyprus,Regular,Email
4279,Male,56-65,East Elizabeth,Germany,Regular,Paid Ads
4280,Other,66+,South Ariel,Italy,Regular,Paid Ads
4281,Female,46-55,Ewingburgh,France,VIP,Paid Ads
4282,Other,36-45,Lake Travis,Hungary,Regular,Organic Search
4283,Male,66+,Brandonmouth,Finland,Regular,Referral
4284,Male,18-25,Lake Heather,Romania,Regular,Organic Search
4285,Female,46-55,West Darren,Spain,Regular,Referral
4286,Male,18-25,Perryton,France,Regular,Social Media
4287,Other,36-45,Port Zacharyland,France,Regular,Email
4288,Male,66+,West Barbara,France,VIP,Referral
4289,Other,18-25,Evansview,Germany,Regular,Social Media
4290,Male,56-65,Coxfort,Netherlands,Regular,Referral
4291,Female,18-25,Proctorton,Netherlands,Regular,Social Media
4292,Male,36-45,South Sethhaven,Sweden,Regular,Email
4293,Male,66+,East Brian,Germany,Regular,Social Media
4294,Other,36-45,Donnaland,Germany,VIP,Email
4295,Other,36-45,Byrdburgh,Czech Republic,Regular,Social Media
4296,Other,18-25,Anthonyfort,Germany,Regular,Referral
4297,Male,56-65,South Jenniferside,Poland,Regular,Email
4298,Male,18-25,Erikachester,Spain,Regular,Organic Search
4299,Male,36-45,South Robertton,Sweden,VIP,Paid Ads
4300,Male,56-65,Greenehaven,Netherlands,Regular,Referral
4301,Other,66+,South Jamestown,Germany,VIP,Social Media
4302,Male,56-65,Smithfort,Germany,Regular,Referral
4303,Other,46-55,New Jamesmouth,Finland,Regular,Email
4304,Female,18-25,Joshuachester,Netherlands,Regular,Email
4305,Male,26-35,Susanmouth,Spain,Regular,Referral
4306,Other,26-35,East Paulberg,France,VIP,Referral
4307,Male,46-55,Port Christian,Belgium,Regular,Email
4308,Other,56-65,Ballardburgh,Lithuania,Regular,Email
4309,Male,66+,Port Erin,Italy,Regular,Email
4310,Other,66+,Douglasberg,Finland,Regular,Organic Search
4311,Other,46-55,West Maryhaven,Poland,Regular,Paid Ads
4312,Other,66+,Gabriellebury,Germany,Regular,Email
4313,Male,26-35,Whitemouth,Netherlands,VIP,Organic Search
4314,Other,18-25,Shannonstad,Germany,Regular,Organic Search
4315,Female,46-55,Garciamouth,Czech Republic,Regular,Social Media
4316,Female,36-45,Lake Jennifer,Poland,Regular,Organic Search
4317,Female,56-65,Morganchester,Germany,Regular,Social Media
4318,Other,46-55,Millerland,France,Regular,Social Media
4319,Other,46-55,Jefferyfort,Poland,Regular,Organic Search
4320,Male,46-55,New Donnabury,Italy,Regular,Referral
4321,Male,36-45,Alexandraside,Belgium,Regular,Organic Search
4322,Male,36-45,Angelaburgh,Germany,Regular,Paid Ads
4323,Male,56-65,Christophermouth,Spain,Regular,Social Media
4324,Other,26-35,North Johnmouth,Poland,Regular,Referral
4325,Other,56-65,Craigmouth,Germany,Regular,Paid Ads
4326,Female,26-35,West Michaelhaven,Poland,Regular,Organic Search
4327,Other,46-55,Andreaburgh,Belgium,Regular,Paid Ads
4328,Male,26-35,South Dustinborough,Italy,Regular,Referral
4329,Male,46-55,Benjaminmouth,Italy,Regular,Organic Search
4330,Other,36-45,Port Jon,Austria,Regular,Email
4331,Other,36-45,Shawnhaven,Austria,Regular,Social Media
4332,Female,66+,Crystaltown,Slovakia,Regular,Social Media
4333,Female,36-45,New Mathewhaven,Latvia,Regular,Social Media
4334,Male,36-45,Jonesfort,Greece,Regular,Referral
4335,Other,56-65,Smithberg,Poland,Regular,Email
4336,Other,36-45,Christybury,France,Regular,Referral
4337,Other,36-45,Zacharyville,France,Regular,Social Media
4338,Other,66+,East Marcoton,Germany,Regular,Paid Ads
4339,Male,56-65,Abigailbury,Germany,Regular,Referral
4340,Other,46-55,Blakeville,Germany,Regular,Paid Ads
4341,Other,56-65,Deniseshire,Bulgaria,Regular,Email
4342,Female,18-25,North Garymouth,Poland,Regular,Organic Search
4343,Other,46-55,Danielmouth,Slovenia,VIP,Paid Ads
4344,Female,18-25,Dixonview,Germany,Regular,Social Media
4345,Other,36-45,Rossside,Finland,VIP,Referral
4346,Female,56-65,East Jennifer,Italy,VIP,Paid Ads
4347,Male,18-25,Jamesview,Germany,Regular,Email
4348,Female,46-55,Pamelashire,Italy,Regular,Paid Ads
4349,Male,56-65,West Jenniferborough,Greece,VIP,Organic Search
4350,Other,36-45,Susanville,Germany,VIP,Organic Search
4351,Female,36-45,Royville,France,Regular,Social Media
4352,Other,46-55,Port Melissa,Spain,VIP,Email
4353,Other,46-55,South Seanshire,Italy,Regular,Email
4354,Male,56-65,Port Josephshire,Ireland,Regular,Organic Search
4355,Female,56-65,Coxview,France,Regular,Social Media
4356,Female,46-55,Amandaburgh,Belgium,Regular,Organic Search
4357,Other,56-65,Guzmanview,France,Regular,Paid Ads
4358,Male,26-35,Jonesmouth,France,Regular,Paid Ads
4359,Other,26-35,New Tanner,Slovakia,VIP,Paid Ads
4360,Female,36-45,Port Angelastad,France,VIP,Referral
4361,Male,18-25,South Kyle,France,Regular,Referral
4362,Female,56-65,Bakerland,Greece,Regular,Referral
4363,Other,18-25,Connieburgh,Czech Republic,VIP,Social Media
4364,Male,56-65,West Stefanieburgh,Greece,Regular,Referral
4365,Male,26-35,Tinaville,Portugal,Regular,Organic Search
4366,Female,46-55,Charlesshire,Netherlands,Regular,Organic Search
4367,Male,18-25,Smithshire,Spain,Regular,Social Media
4368,Male,56-65,West David,Germany,Regular,Social Media
4369,Male,26-35,Lake Williamchester,Ireland,Regular,Email
4370,Female,46-55,Port Sarahland,Ireland,Regular,Referral
4371,Other,26-35,Toddborough,Portugal,VIP,Paid Ads
4372,Male,56-65,New Jesus,Spain,Regular,Organic Search
4373,Male,36-45,East Sierra,Germany,Regular,Organic Search
4374,Male,26-35,West Loganfort,France,VIP,Paid Ads
4375,Female,46-55,Johnsontown,France,VIP,Organic Search
4376,Female,46-55,Thomasbury,Netherlands,Regular,Organic Search
4377,Female,26-35,South Michael,Italy,Regular,Email
4378,Female,26-35,East Kelseyborough,Poland,Regular,Organic Search
4379,Other,36-45,Sabrinachester,Germany,Regular,Organic Search
4380,Male,26-35,New Keithburgh,Ireland,Regular,Email
4381,Female,26-35,Barrettburgh,Czech Republic,Regular,Paid Ads
4382,Male,18-25,New Nathan,France,VIP,Social Media
4383,Other,66+,Lake Erin,Spain,Regular,Organic Search
4384,Other,26-35,Sarahfurt,Germany,Regular,Paid Ads
4385,Female,18-25,West Sharon,France,Regular,Referral
4386,Female,66+,Port Cody,Finland,Regular,Referral
4387,Male,46-55,West Catherineburgh,Greece,Regular,Referral
4388,Female,46-55,Cassiebury,France,VIP,Email
4389,Male,36-45,East John,Ireland,VIP,Social Media
4390,Male,56-65,Joshuastad,Netherlands,Regular,Referral
4391,Other,46-55,North Ashley,Germany,Regular,Social Media
4392,Male,26-35,New Dannyborough,Spain,VIP,Email
4393,Other,66+,Ethantown,Germany,Regular,Referral
4394,Female,66+,West Jerry,Portugal,Regular,Email
4395,Male,26-35,Brucestad,Greece,Regular,Paid Ads
4396,Male,26-35,Port Josephmouth,Italy,VIP,Organic Search
4397,Male,18-25,Smithshire,Germany,Regular,Email
4398,Other,36-45,West Adamtown,Germany,Regular,Email
4399,Other,56-65,Port Ethanfurt,Italy,VIP,Organic Search
4400,Male,46-55,Farleyport,Spain,Regular,Organic Search
4401,Male,56-65,West Ann,Sweden,VIP,Organic Search
4402,Other,56-65,Stevenmouth,Poland,Regular,Social Media
4403,Female,66+,Crosstown,France,Regular,Organic Search
4404,Male,26-35,Rachelport,Spain,VIP,Referral
4405,Other,36-45,Port Lydia,Ireland,Regular,Email
4406,Male,18-25,North Rachelville,Spain,Regular,Social Media
4407,Male,46-55,Murphyport,Germany,VIP,Social Media
4408,Female,56-65,North Danielport,Belgium,Regular,Referral
4409,Male,26-35,New Marissa,Austria,Regular,Organic Search
4410,Male,26-35,Wagnerstad,Belgium,Regular,Social Media
4411,Male,36-45,West Juanfurt,France,Regular,Email
4412,Other,56-65,South Misty,Spain,Regular,Organic Search
4413,Male,26-35,East Courtneyville,France,VIP,Social Media
4414,Female,56-65,Christyport,Poland,Regular,Organic Search
4415,Female,26-35,North Billy,Poland,Regular,Referral
4416,Other,66+,South Lauraborough,Spain,Regular,Referral
4417,Other,26-35,Samuelmouth,Italy,VIP,Email
4418,Female,26-35,West Keithfort,Portugal,Regular,Referral
