Subscription_ID,Customer_ID,Start_Date,End_Date,Plan_ID,Monthly_Fee,Status,Churn_Reason_ID,Lifetime_Value
9312,8633,2024-08-13,,BASIC,9.99,Active,,178.16
9313,3747,2025-07-26,,STANDARD,19.99,Active,,125.27
9314,5542,2025-12-22,2027-09-28,BASIC,9.99,Churned,PRICE-02,214.78
9315,1537,2025-12-28,,STANDARD,19.99,Active,,21.99
9316,9905,2025-09-22,2027-04-04,BASIC,9.99,Churned,PROD-01,186.15
9317,2535,2024-07-20,,BASIC,9.99,Active,,186.15
9318,9989,2026-01-23,,STANDARD,19.99,Active,,4.66
9319,7837,2025-09-27,2027-01-09,BASIC,9.99,Churned,PRICE-02,156.18
9320,4426,2023-08-02,,STANDARD,19.99,Active,,607.7
9321,9736,2023-08-10,,PREMIUM,39.99,Active,,1205.03
9322,1549,2023-02-24,,STANDARD,19.99,Active,,713.64
9323,2727,2023-12-11,,STANDARD,19.99,Active,,520.41
9324,7245,2023-02-24,2023-03-31,PREMIUM,39.99,Churned,COMP-01,46.66
9325,7789,2024-11-21,,PREMIUM,39.99,Active,,579.86
9326,4129,2024-06-25,,BASIC,9.99,Active,,194.47
9327,4700,2024-02-18,2024-04-29,PREMIUM,39.99,Churned,PRICE-01,94.64
9328,2706,2025-03-02,2027-02-07,PREMIUM,39.99,Churned,SERVICE-01,942.43
9329,151,2026-03-28,2028-01-30,STANDARD,19.99,Churned,PROD-01,448.44
9330,6255,2025-06-20,2026-09-25,PREMIUM,39.99,Churned,SERVICE-01,615.85
9331,1059,2023-03-31,,STANDARD,19.99,Active,,690.32
9332,8180,2023-09-03,,PREMIUM,39.99,Active,,1173.04
9333,3598,2024-04-01,,BASIC,9.99,Active,,222.78
9334,2160,2023-06-13,,BASIC,9.99,Active,,320.35
9335,5317,2024-04-19,,PREMIUM,39.99,Active,,867.78
9336,4796,2026-02-18,,STANDARD,19.99,Active,,-12.66
9337,9611,2023-11-28,,BASIC,9.99,Active,,264.4
9338,1186,2024-02-06,2025-11-28,PREMIUM,39.99,Churned,PRICE-01,881.11
9339,3584,2024-07-03,,PREMIUM,39.99,Active,,767.81
9340,205,2024-08-30,,BASIC,9.99,Active,,172.49
9341,2690,2025-09-28,2027-03-31,BASIC,9.99,Churned,PRICE-02,182.82
9342,5069,2026-06-05,,BASIC,9.99,Active,,-41.96
9343,4925,2025-04-20,,STANDARD,19.99,Active,,189.9
9344,3284,2025-05-24,,BASIC,9.99,Active,,83.58
9345,729,2024-10-06,,STANDARD,19.99,Active,,320.51
9346,5126,2023-12-20,,PREMIUM,39.99,Active,,1029.08
9347,4701,2024-04-22,,PREMIUM,39.99,Active,,863.78
9348,6412,2025-06-01,2026-05-05,STANDARD,19.99,Churned,SERVICE-01,225.22
9349,6686,2026-05-15,,STANDARD,19.99,Active,,-69.96
9350,7588,2024-08-03,,BASIC,9.99,Active,,181.49
9351,9464,2023-02-14,,BASIC,9.99,Active,,359.97
9352,825,2025-04-11,2026-10-31,BASIC,9.99,Churned,COMP-01,189.14
9353,3321,2023-10-07,,STANDARD,19.99,Active,,563.72
9354,2075,2024-11-05,,PREMIUM,39.99,Active,,601.18
9355,4862,2026-04-12,,STANDARD,19.99,Active,,-47.98
9356,677,2023-11-14,,STANDARD,19.99,Active,,538.4
9357,2809,2025-01-24,,PREMIUM,39.99,Active,,494.54
9358,2321,2025-05-03,,PREMIUM,39.99,Active,,362.58
9359,7994,2024-06-05,,PREMIUM,39.99,Active,,805.13
9360,4391,2025-03-18,2025-04-27,BASIC,9.99,Churned,PRICE-01,13.32
9361,61,2025-12-04,,STANDARD,19.99,Active,,37.98
9362,9455,2023-10-15,,STANDARD,19.99,Active,,558.39
9363,826,2025-02-13,2026-05-31,BASIC,9.99,Churned,TECH-01,157.18
9364,4218,2024-01-25,,PREMIUM,39.99,Active,,981.09
9365,4940,2025-06-02,2025-12-05,BASIC,9.99,Churned,TECH-01,61.94
9366,1885,2023-09-03,,STANDARD,19.99,Active,,586.37
9367,8576,2023-05-27,2024-11-19,PREMIUM,39.99,Churned,SERVICE-02,722.49
9368,9237,2023-11-08,,STANDARD,19.99,Active,,542.4
9369,7436,2026-01-29,,PREMIUM,39.99,Active,,1.33
9370,4808,2025-03-08,2026-02-28,PREMIUM,39.99,Churned,COMP-01,475.88
9371,7086,2025-10-27,2027-03-26,BASIC,9.99,Churned,PRICE-02,171.5
9372,2107,2025-10-31,,PREMIUM,39.99,Active,,121.3
9373,1392,2025-06-14,,STANDARD,19.99,Active,,153.26
9374,6598,2023-12-31,,BASIC,9.99,Active,,253.41
9375,7499,2025-04-12,,PREMIUM,39.99,Active,,390.57
9376,1127,2024-04-08,,STANDARD,19.99,Active,,441.11
9377,8685,2026-01-13,2026-03-20,BASIC,9.99,Churned,PRICE-01,21.98
9378,6045,2026-06-08,,STANDARD,19.99,Active,,-85.96
9379,5895,2025-10-19,,BASIC,9.99,Active,,34.3
9380,6083,2023-03-18,,STANDARD,19.99,Active,,698.98
9381,9341,2025-06-04,,PREMIUM,39.99,Active,,319.92
9382,8373,2023-06-04,2023-12-01,BASIC,9.99,Churned,TECH-01,59.94
9383,68,2025-01-30,,PREMIUM,39.99,Active,,486.55
9384,8496,2026-02-07,2026-04-30,STANDARD,19.99,Churned,SERVICE-02,54.64
9385,8560,2024-10-16,2025-01-23,PREMIUM,39.99,Churned,SERVICE-02,131.97
9386,8629,2026-05-25,2027-02-19,PREMIUM,39.99,Churned,TECH-01,359.91
9387,2457,2025-03-03,2025-08-16,PREMIUM,39.99,Churned,SERVICE-01,221.28
9388,951,2023-07-10,2024-08-20,PREMIUM,39.99,Churned,PROD-01,542.53
9389,5911,2025-07-16,,STANDARD,19.99,Active,,131.93
9390,2913,2025-03-04,,BASIC,9.99,Active,,110.56
9391,2211,2025-11-16,2026-03-18,STANDARD,19.99,Churned,SERVICE-02,81.29
9392,5881,2025-11-03,,STANDARD,19.99,Active,,58.64
9393,8698,2025-10-21,2026-06-19,PREMIUM,39.99,Churned,PRICE-02,321.25
9394,989,2023-07-06,,PREMIUM,39.99,Active,,1251.69
9395,1311,2025-02-19,,BASIC,9.99,Active,,114.89
9396,3413,2025-09-18,,STANDARD,19.99,Active,,89.29
9397,617,2024-04-23,,PREMIUM,39.99,Active,,862.45
9398,8469,2025-10-18,2027-01-06,STANDARD,19.99,Churned,PROD-01,296.52
9399,7927,2025-02-14,,BASIC,9.99,Active,,116.55
9400,5738,2025-03-02,,STANDARD,19.99,Active,,222.56
9401,2193,2023-10-10,2024-06-11,PREMIUM,39.99,Churned,PROD-01,326.58
9402,9697,2025-05-27,,STANDARD,19.99,Active,,165.25
9403,7866,2026-02-25,,PREMIUM,39.99,Active,,-34.66
9404,4402,2025-03-29,,STANDARD,19.99,Active,,204.56
9405,3374,2023-08-19,,PREMIUM,39.99,Active,,1193.04
9406,796,2024-09-05,,PREMIUM,39.99,Active,,682.5
9407,3978,2025-11-18,,PREMIUM,39.99,Active,,97.31
9408,1844,2024-05-14,,PREMIUM,39.99,Active,,834.46
9409,2562,2024-10-12,,STANDARD,19.99,Active,,316.51
9410,3173,2024-09-30,,BASIC,9.99,Active,,162.17
9411,4736,2025-06-05,2026-11-06,PREMIUM,39.99,Churned,TECH-01,691.83
9412,4393,2023-10-20,,BASIC,9.99,Active,,277.39
9413,8818,2023-11-30,,PREMIUM,39.99,Active,,1055.74
9414,5906,2023-04-16,,PREMIUM,39.99,Active,,1359.66
9415,7026,2023-02-15,2024-03-31,PREMIUM,39.99,Churned,PRICE-01,546.53
9416,6125,2023-04-14,,BASIC,9.99,Active,,340.33
9417,8383,2023-04-03,2024-04-15,STANDARD,19.99,Churned,COMP-01,251.87
9418,9178,2024-11-04,,BASIC,9.99,Active,,150.52
9419,4962,2024-11-07,,BASIC,9.99,Active,,149.52
9420,7788,2025-02-28,2025-12-06,STANDARD,19.99,Churned,COMP-01,187.24
9421,6694,2024-08-16,,BASIC,9.99,Active,,177.16
9422,9998,2023-05-10,,BASIC,9.99,Active,,331.67
9423,4934,2025-11-02,,BASIC,9.99,Active,,29.64
9424,3654,2024-10-07,,BASIC,9.99,Active,,159.84
9425,5877,2023-11-01,,BASIC,9.99,Active,,273.39
9426,5407,2025-04-21,,PREMIUM,39.99,Active,,378.57
9427,5909,2023-06-20,,BASIC,9.99,Active,,318.01
9428,2967,2023-04-19,2024-04-15,BASIC,9.99,Churned,TECH-01,120.55
9429,6782,2023-03-05,,BASIC,9.99,Active,,353.65
9430,6843,2025-02-24,2026-01-20,PREMIUM,39.99,Churned,TECH-01,439.89
9431,2294,2025-03-20,,BASIC,9.99,Active,,105.23
9432,2329,2024-11-24,,STANDARD,19.99,Active,,287.86
9433,4044,2025-03-27,2026-08-13,PREMIUM,39.99,Churned,TECH-01,671.83
9434,776,2023-02-08,2023-06-06,STANDARD,19.99,Churned,PRICE-01,78.63
9435,6376,2024-03-13,2024-07-23,PREMIUM,39.99,Churned,PROD-01,175.96
9436,1400,2026-02-02,,PREMIUM,39.99,Active,,-4.0
9437,71,2025-12-06,,BASIC,9.99,Active,,18.32
9438,3459,2024-09-12,,PREMIUM,39.99,Active,,673.16
9439,5814,2024-11-05,,PREMIUM,39.99,Active,,601.18
9440,3258,2024-07-05,,PREMIUM,39.99,Active,,765.14
9441,4251,2024-07-19,,STANDARD,19.99,Active,,373.15
9442,7041,2023-08-07,2024-10-18,PREMIUM,39.99,Churned,PRICE-01,583.85
9443,2253,2024-08-10,,STANDARD,19.99,Active,,358.49
9444,5110,2024-07-30,2024-11-19,BASIC,9.99,Churned,TECH-01,37.3
9445,6480,2025-06-27,2026-01-12,BASIC,9.99,Churned,SERVICE-01,66.27
9446,5149,2024-09-29,2025-05-08,PREMIUM,39.99,Churned,PRICE-02,294.59
9447,3718,2025-11-01,,PREMIUM,39.99,Active,,119.97
9448,2345,2024-11-18,,STANDARD,19.99,Active,,291.85
9449,8806,2025-10-13,,STANDARD,19.99,Active,,72.63
9450,7007,2023-08-08,2023-10-27,PREMIUM,39.99,Churned,COMP-01,106.64
9451,9643,2024-08-29,,STANDARD,19.99,Active,,345.83
9452,7515,2026-01-17,,PREMIUM,39.99,Active,,17.33
9453,1300,2023-02-14,,BASIC,9.99,Active,,359.97
9454,1568,2023-11-14,,STANDARD,19.99,Active,,538.4
9455,7533,2026-02-24,,BASIC,9.99,Active,,-8.33
9456,980,2026-06-10,2027-09-05,PREMIUM,39.99,Churned,TECH-01,602.52
9457,6069,2024-07-08,,BASIC,9.99,Active,,190.14
9458,5594,2025-05-26,2026-12-22,PREMIUM,39.99,Churned,SERVICE-01,766.48
9459,1033,2026-06-13,,STANDARD,19.99,Active,,-89.29
9460,3296,2025-01-24,2025-04-27,PREMIUM,39.99,Churned,PROD-01,123.97
9461,2796,2023-04-22,,PREMIUM,39.99,Active,,1351.66
9462,6097,2025-03-03,,BASIC,9.99,Active,,110.89
9463,4508,2024-02-07,,PREMIUM,39.99,Active,,963.76
9464,148,2024-01-21,,PREMIUM,39.99,Active,,986.42
9465,2792,2024-03-25,2025-10-21,PREMIUM,39.99,Churned,PRICE-01,766.48
9466,866,2025-10-07,2026-08-02,PREMIUM,39.99,Churned,TECH-01,398.57
9467,8638,2024-09-28,,STANDARD,19.99,Active,,325.84
9468,5140,2023-11-10,,STANDARD,19.99,Active,,541.06
9469,9652,2023-01-05,,PREMIUM,39.99,Active,,1494.29
9470,3031,2023-08-23,,STANDARD,19.99,Active,,593.7
9471,6558,2025-09-02,,PREMIUM,39.99,Active,,199.95
9472,2793,2025-07-12,2026-10-28,PREMIUM,39.99,Churned,PRICE-02,630.51
9473,8654,2026-04-29,,PREMIUM,39.99,Active,,-118.64
9474,9461,2026-06-21,,STANDARD,19.99,Active,,-94.62
9475,1693,2024-02-24,2025-04-15,BASIC,9.99,Churned,COMP-01,138.53
9476,3157,2026-02-17,,BASIC,9.99,Active,,-5.99
9477,5101,2023-03-21,,STANDARD,19.99,Active,,696.98
9478,2766,2023-05-13,,PREMIUM,39.99,Active,,1323.67
9479,4457,2025-01-20,,STANDARD,19.99,Active,,249.87
9480,9214,2024-06-19,2024-10-19,BASIC,9.99,Churned,COMP-01,40.63
9481,3142,2024-03-13,,BASIC,9.99,Active,,229.1
9482,1350,2026-05-27,,BASIC,9.99,Active,,-38.96
9483,9733,2026-02-20,,BASIC,9.99,Active,,-6.99
9484,8794,2023-08-15,2024-02-21,BASIC,9.99,Churned,COMP-01,63.27
9485,7514,2024-10-29,,BASIC,9.99,Active,,152.51
9486,7107,2023-03-01,,PREMIUM,39.99,Active,,1420.98
9487,9125,2025-05-14,,STANDARD,19.99,Active,,173.91
9488,2759,2024-06-17,,BASIC,9.99,Active,,197.14
9489,3750,2025-10-18,,BASIC,9.99,Active,,34.63
9490,787,2023-10-31,2024-09-06,BASIC,9.99,Churned,TECH-01,103.56
9491,977,2023-03-05,2023-04-14,STANDARD,19.99,Churned,PROD-01,26.65
9492,3423,2024-12-01,2025-04-09,STANDARD,19.99,Churned,SERVICE-02,85.96
9493,6844,2025-12-03,,BASIC,9.99,Active,,19.31
9494,7998,2025-02-17,,BASIC,9.99,Active,,115.55
9495,8192,2023-01-22,,STANDARD,19.99,Active,,735.63
9496,3549,2026-02-02,,PREMIUM,39.99,Active,,-4.0
9497,362,2024-12-24,,STANDARD,19.99,Active,,267.87
9498,502,2024-09-10,2025-03-14,STANDARD,19.99,Churned,PRICE-01,123.27
9499,8907,2025-08-09,2026-07-09,STANDARD,19.99,Churned,SERVICE-02,222.56
9500,8703,2023-06-22,,STANDARD,19.99,Active,,635.02
9501,9725,2026-03-27,,PREMIUM,39.99,Active,,-74.65
9502,225,2026-04-17,,PREMIUM,39.99,Active,,-102.64
9503,2436,2024-10-21,,BASIC,9.99,Active,,155.18
9504,4931,2023-01-30,,BASIC,9.99,Active,,364.97
9505,5298,2024-01-21,2024-06-23,STANDARD,19.99,Churned,COMP-01,102.62
9506,7718,2025-05-10,,BASIC,9.99,Active,,88.25
9507,5681,2023-10-13,,BASIC,9.99,Active,,279.72
9508,2657,2024-12-19,,BASIC,9.99,Active,,135.53
9509,6663,2024-07-27,2026-05-23,BASIC,9.99,Churned,TECH-01,221.45
9510,3638,2025-08-31,2026-07-08,BASIC,9.99,Churned,PRICE-01,103.56
9511,8529,2024-01-27,,STANDARD,19.99,Active,,489.09
9512,8159,2025-07-21,,STANDARD,19.99,Active,,128.6
9513,8697,2025-04-12,,BASIC,9.99,Active,,97.57
9514,1311,2025-02-24,,STANDARD,19.99,Active,,226.55
9515,3973,2024-02-08,,BASIC,9.99,Active,,240.43
9516,2177,2026-01-28,,PREMIUM,39.99,Active,,2.67
9517,5051,2026-03-18,,BASIC,9.99,Active,,-15.65
9518,1841,2023-09-10,,BASIC,9.99,Active,,290.71
9519,2488,2025-06-28,,STANDARD,19.99,Active,,143.93
9520,336,2023-05-12,,BASIC,9.99,Active,,331.0
9521,2954,2025-07-08,,BASIC,9.99,Active,,68.6
9522,6730,2026-06-23,,STANDARD,19.99,Active,,-95.95
9523,620,2025-02-16,,STANDARD,19.99,Active,,231.88
9524,3496,2024-07-23,,PREMIUM,39.99,Active,,741.15
9525,5435,2023-05-16,,PREMIUM,39.99,Active,,1319.67
9526,9534,2025-04-02,,PREMIUM,39.99,Active,,403.9
9527,3868,2025-11-25,,BASIC,9.99,Active,,21.98
9528,495,2024-12-24,,STANDARD,19.99,Active,,267.87
9529,4010,2025-07-18,,BASIC,9.99,Active,,65.27
9530,6401,2023-11-06,,PREMIUM,39.99,Active,,1087.73
9531,4853,2023-05-23,,STANDARD,19.99,Active,,655.01
9532,5178,2023-06-15,,BASIC,9.99,Active,,319.68
9533,3812,2023-04-20,,PREMIUM,39.99,Active,,1354.33
9534,8788,2026-06-28,2027-03-26,STANDARD,19.99,Churned,TECH-01,180.58
9535,7666,2024-04-08,,STANDARD,19.99,Active,,441.11
9536,3573,2023-08-26,,STANDARD,19.99,Active,,591.7
9537,4224,2023-02-17,,PREMIUM,39.99,Active,,1436.97
9538,5163,2023-06-12,2024-03-17,PREMIUM,39.99,Churned,TECH-01,371.91
9539,3167,2024-02-18,,BASIC,9.99,Active,,237.1
9540,4060,2026-05-18,2027-05-18,BASIC,9.99,Churned,TECH-01,121.55
9541,314,2023-05-15,,STANDARD,19.99,Active,,660.34
9542,8622,2024-06-10,2025-03-16,STANDARD,19.99,Churned,PRICE-02,185.91
9543,8480,2023-03-05,,PREMIUM,39.99,Active,,1415.65
9544,5308,2025-05-10,,STANDARD,19.99,Active,,176.58
9545,1466,2023-11-15,2025-04-12,PREMIUM,39.99,Churned,COMP-01,685.16
9546,79,2023-07-14,,STANDARD,19.99,Active,,620.36
9547,5067,2023-11-29,,PREMIUM,39.99,Active,,1057.07
9548,6663,2023-09-29,2024-11-17,STANDARD,19.99,Churned,COMP-01,276.53
9549,9791,2025-12-27,,BASIC,9.99,Active,,11.32
9550,8197,2026-03-03,2026-07-23,STANDARD,19.99,Churned,PRICE-02,94.62
9551,7869,2025-09-23,2026-02-05,BASIC,9.99,Churned,COMP-01,44.95
9552,3339,2024-04-17,,STANDARD,19.99,Active,,435.12
9553,3709,2024-12-10,,PREMIUM,39.99,Active,,554.53
9554,5251,2025-10-25,,STANDARD,19.99,Active,,64.63
9555,6710,2025-03-28,,PREMIUM,39.99,Active,,410.56
9556,5478,2023-12-17,,STANDARD,19.99,Active,,516.41
9557,4560,2025-03-16,2026-10-18,BASIC,9.99,Churned,SERVICE-02,193.47
9558,1245,2023-12-03,,STANDARD,19.99,Active,,525.74
9559,9959,2024-10-26,,STANDARD,19.99,Active,,307.18
9560,9094,2026-06-09,,BASIC,9.99,Active,,-43.29
9561,5816,2025-11-17,,PREMIUM,39.99,Active,,98.64
9562,553,2024-04-17,,BASIC,9.99,Active,,217.45
9563,1788,2025-07-19,,PREMIUM,39.99,Active,,259.94
9564,408,2023-05-01,,STANDARD,19.99,Active,,669.66
9565,4960,2025-02-17,,PREMIUM,39.99,Active,,462.55
9566,2797,2026-06-23,,PREMIUM,39.99,Active,,-191.95
9567,6876,2026-04-23,2027-10-21,STANDARD,19.99,Churned,PROD-01,363.82
9568,573,2023-05-22,2023-10-10,PREMIUM,39.99,Churned,PRICE-01,187.95
9569,6504,2024-06-26,,PREMIUM,39.99,Active,,777.14
9570,5432,2025-08-13,,STANDARD,19.99,Active,,113.28
9571,8041,2025-04-15,,BASIC,9.99,Active,,96.57
9572,4780,2025-12-21,,PREMIUM,39.99,Active,,53.32
9573,5218,2024-10-09,,STANDARD,19.99,Active,,318.51
9574,9040,2024-04-13,,BASIC,9.99,Active,,218.78
9575,6844,2026-01-21,,PREMIUM,39.99,Active,,12.0
9576,5182,2023-08-16,2024-09-14,PREMIUM,39.99,Churned,COMP-01,526.53
9577,8173,2023-10-25,,BASIC,9.99,Active,,275.72
9578,6071,2023-03-25,,BASIC,9.99,Active,,346.99
9579,1407,2024-07-15,,STANDARD,19.99,Active,,375.81
9580,2294,2024-03-27,,STANDARD,19.99,Active,,449.11
9581,9583,2024-12-15,,STANDARD,19.99,Active,,273.86
9582,8097,2026-05-27,2028-02-14,STANDARD,19.99,Churned,PRICE-02,418.46
9583,781,2025-09-21,,BASIC,9.99,Active,,43.62
9584,7635,2023-02-02,,STANDARD,19.99,Active,,728.3
9585,7314,2023-01-07,,STANDARD,19.99,Active,,745.63
9586,5920,2024-12-04,2026-10-02,PREMIUM,39.99,Churned,TECH-01,889.11
9587,4869,2023-10-21,,PREMIUM,39.99,Active,,1109.06
9588,9773,2025-07-24,2026-09-18,BASIC,9.99,Churned,SERVICE-02,140.19
9589,1510,2024-09-21,,BASIC,9.99,Active,,165.17
9590,5870,2026-02-25,,BASIC,9.99,Active,,-8.66
9591,2216,2024-02-06,2025-09-30,PREMIUM,39.99,Churned,SERVICE-02,802.47
9592,2735,2023-12-22,,PREMIUM,39.99,Active,,1026.41
9593,8788,2024-01-31,,STANDARD,19.99,Active,,486.42
9594,3293,2025-12-14,2027-05-06,PREMIUM,39.99,Churned,SERVICE-01,677.16
9595,9935,2025-10-22,2027-02-28,BASIC,9.99,Churned,PROD-01,164.5
9596,2149,2024-01-09,,STANDARD,19.99,Active,,501.08
9597,1619,2024-05-29,,BASIC,9.99,Active,,203.46
9598,5360,2024-08-05,2025-01-28,PREMIUM,39.99,Churned,TECH-01,234.61
9599,381,2024-12-15,,STANDARD,19.99,Active,,273.86
9600,3368,2025-12-14,,PREMIUM,39.99,Active,,62.65
9601,4128,2025-06-01,,STANDARD,19.99,Active,,161.92
9602,9075,2025-09-11,,STANDARD,19.99,Active,,93.95
9603,849,2024-06-22,,STANDARD,19.99,Active,,391.14
9604,5663,2023-06-19,,BASIC,9.99,Active,,318.35
9605,4483,2025-04-21,,BASIC,9.99,Active,,94.57
9606,3577,2026-02-23,,STANDARD,19.99,Active,,-15.99
9607,6661,2023-05-31,,PREMIUM,39.99,Active,,1299.67
9608,8900,2025-06-13,,STANDARD,19.99,Active,,153.92
9609,9395,2024-03-01,,STANDARD,19.99,Active,,466.43
9610,2552,2024-09-06,2025-11-16,PREMIUM,39.99,Churned,TECH-01,581.19
9611,4354,2025-10-31,,STANDARD,19.99,Active,,60.64
9612,5579,2023-06-30,2024-03-15,STANDARD,19.99,Churned,SERVICE-02,172.58
9613,5172,2025-09-15,,BASIC,9.99,Active,,45.62
9614,6707,2023-09-05,,BASIC,9.99,Active,,292.37
9615,8017,2025-08-06,,PREMIUM,39.99,Active,,235.94
9616,7872,2023-06-08,2025-05-22,PREMIUM,39.99,Churned,PRICE-01,951.76
9617,2173,2023-09-03,,BASIC,9.99,Active,,293.04
9618,2890,2025-02-27,,PREMIUM,39.99,Active,,449.22
9619,3888,2024-10-31,,STANDARD,19.99,Active,,303.85
9620,8498,2023-09-26,,STANDARD,19.99,Active,,571.05
9621,2483,2024-12-12,,PREMIUM,39.99,Active,,551.86
9622,3474,2024-05-15,2026-04-15,PREMIUM,39.99,Churned,COMP-01,933.1
9623,1007,2024-06-03,,PREMIUM,39.99,Active,,807.8
9624,7725,2026-04-02,,BASIC,9.99,Active,,-20.65
9625,7185,2025-09-21,2026-01-27,STANDARD,19.99,Churned,SERVICE-02,85.29
9626,8621,2024-01-21,,STANDARD,19.99,Active,,493.09
9627,4551,2025-04-11,,PREMIUM,39.99,Active,,391.9
9628,6463,2024-12-30,,BASIC,9.99,Active,,131.87
9629,5509,2024-10-29,,BASIC,9.99,Active,,152.51
9630,7083,2024-07-20,,BASIC,9.99,Active,,186.15
9631,193,2023-02-01,,STANDARD,19.99,Active,,728.97
9632,3337,2025-03-14,2025-12-02,STANDARD,19.99,Churned,TECH-01,175.25
9633,5626,2023-09-10,2024-01-26,PREMIUM,39.99,Churned,PRICE-01,183.95
9634,774,2023-12-04,,STANDARD,19.99,Active,,525.07
9635,7720,2025-12-22,2027-04-23,BASIC,9.99,Churned,PROD-01,162.17
9636,7073,2025-06-14,,BASIC,9.99,Active,,76.59
9637,4348,2026-02-05,,STANDARD,19.99,Active,,-4.0
9638,517,2024-09-13,2026-01-25,PREMIUM,39.99,Churned,PROD-01,665.17
9639,3102,2024-11-18,,STANDARD,19.99,Active,,291.85
9640,2540,2025-12-24,,STANDARD,19.99,Active,,24.65
9641,2521,2025-03-12,,PREMIUM,39.99,Active,,431.89
9642,2318,2026-03-08,,PREMIUM,39.99,Active,,-49.32
9643,3291,2023-12-05,,BASIC,9.99,Active,,262.07
9644,4849,2024-04-07,2025-10-27,BASIC,9.99,Churned,PRICE-01,189.14
9645,1963,2025-07-22,2027-02-25,PREMIUM,39.99,Churned,SERVICE-02,777.14
9646,5764,2023-10-28,,BASIC,9.99,Active,,274.73
9647,4871,2025-11-13,2026-06-09,BASIC,9.99,Churned,PROD-01,69.26
9648,6845,2025-10-07,,BASIC,9.99,Active,,38.3
9649,2645,2025-01-28,,STANDARD,19.99,Active,,244.54
9650,7199,2025-10-15,,STANDARD,19.99,Active,,71.3
9651,8405,2023-10-27,,STANDARD,19.99,Active,,550.39
9652,8555,2023-06-05,,PREMIUM,39.99,Active,,1293.01
9653,4221,2023-01-04,2024-03-01,BASIC,9.99,Churned,PRICE-02,140.53
9654,4824,2025-09-25,,PREMIUM,39.99,Active,,169.29
9655,8226,2023-02-28,2023-04-30,BASIC,9.99,Churned,TECH-01,20.31
9656,2636,2023-05-30,,PREMIUM,39.99,Active,,1301.01
9657,3195,2024-12-10,,STANDARD,19.99,Active,,277.19
9658,5210,2024-08-23,,BASIC,9.99,Active,,174.83
9659,5139,2023-10-25,2024-09-12,BASIC,9.99,Churned,TECH-01,107.56
9660,8582,2023-11-22,,BASIC,9.99,Active,,266.4
9661,2852,2026-06-15,,STANDARD,19.99,Active,,-90.62
9662,7636,2023-02-28,,BASIC,9.99,Active,,355.31
9663,1029,2025-05-13,,PREMIUM,39.99,Active,,349.25
9664,4878,2023-01-27,,STANDARD,19.99,Active,,732.3
9665,3107,2024-12-22,,PREMIUM,39.99,Active,,538.53
9666,4731,2026-02-08,,STANDARD,19.99,Active,,-6.0
9667,6015,2025-08-19,,PREMIUM,39.99,Active,,218.61
9668,1148,2026-05-29,,BASIC,9.99,Active,,-39.63
9669,3273,2024-12-04,,PREMIUM,39.99,Active,,562.53
9670,1094,2024-08-10,,STANDARD,19.99,Active,,358.49
9671,5913,2023-12-20,2025-03-03,STANDARD,19.99,Churned,SERVICE-01,292.52
9672,8780,2026-04-15,,STANDARD,19.99,Active,,-49.97
9673,9083,2026-02-08,2027-06-22,STANDARD,19.99,Churned,SERVICE-02,332.5
9674,2920,2025-11-09,,BASIC,9.99,Active,,27.31
9675,9296,2026-05-02,2027-03-18,BASIC,9.99,Churned,TECH-01,106.56
9676,8362,2025-07-10,2026-03-14,STANDARD,19.99,Churned,SERVICE-02,164.58
9677,279,2025-03-02,,PREMIUM,39.99,Active,,445.22
9678,9778,2026-03-07,,STANDARD,19.99,Active,,-23.99
9679,1978,2023-01-05,2023-08-28,STANDARD,19.99,Churned,PRICE-02,156.59
9680,6897,2025-07-21,2025-11-13,STANDARD,19.99,Churned,SERVICE-02,76.63
9681,2618,2025-11-03,,PREMIUM,39.99,Active,,117.3
9682,5939,2024-08-06,,BASIC,9.99,Active,,180.49
9683,9069,2024-05-06,,PREMIUM,39.99,Active,,845.12
9684,2036,2023-04-29,,PREMIUM,39.99,Active,,1342.33
9685,9588,2024-09-09,2026-06-27,PREMIUM,39.99,Churned,PRICE-01,874.45
9686,163,2025-03-13,,BASIC,9.99,Active,,107.56
9687,6201,2024-03-12,2025-11-28,BASIC,9.99,Churned,PROD-01,208.46
9688,647,2024-10-17,,BASIC,9.99,Active,,156.51
9689,1674,2023-02-21,,PREMIUM,39.99,Active,,1431.64
9690,7344,2023-01-10,,PREMIUM,39.99,Active,,1487.63
9691,4459,2024-01-23,2024-11-01,PREMIUM,39.99,Churned,SERVICE-01,377.24
9692,7,2023-05-18,,BASIC,9.99,Active,,329.0
9693,6938,2025-05-21,,PREMIUM,39.99,Active,,338.58
9694,7782,2026-02-07,2027-06-24,BASIC,9.99,Churned,PRICE-02,167.17
9695,9748,2024-03-21,,STANDARD,19.99,Active,,453.11
9696,4257,2025-07-04,,STANDARD,19.99,Active,,139.93
9697,6103,2025-07-22,2027-05-27,PREMIUM,39.99,Churned,COMP-01,898.44
9698,2776,2025-08-09,,PREMIUM,39.99,Active,,231.94
9699,4100,2023-10-23,2025-10-08,STANDARD,19.99,Churned,TECH-01,477.09
9700,9659,2024-09-17,,STANDARD,19.99,Active,,333.17
9701,3400,2024-09-08,,PREMIUM,39.99,Active,,678.5
9702,7720,2023-08-30,,STANDARD,19.99,Active,,589.04
9703,5315,2023-07-02,,STANDARD,19.99,Active,,628.35
